id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
172,2015-04-01,,One year,Yes,Credit card (automatic),105.2,6225.4,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
173,2018-02-01,,One year,No,Bank transfer (automatic),54.6,1242.25,DSL,No,No,No,Yes,No,No,Male,0,No,No,Yes,0
174,2019-09-01,,One year,No,Electronic check,20.55,99.45,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
175,2018-07-01,2019-10-01,Month-to-month,Yes,Electronic check,20.0,288.05,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,1
176,2017-08-01,,Two year,No,Mailed check,19.7,599.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
177,2015-07-01,,One year,Yes,Credit card (automatic),66.05,3462.1,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,No,Yes,0
178,2017-09-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),34.0,853.0,DSL,No,No,No,No,Yes,No,Female,0,Yes,No,No,1
179,2018-12-01,2019-10-01,Month-to-month,Yes,Mailed check,92.5,934.1,Fiber optic,No,Yes,Yes,Yes,Yes,No,Male,1,Yes,No,No,1
180,2016-06-01,,Two year,Yes,Credit card (automatic),54.05,2375.2,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,No,0
182,2016-03-01,,One year,Yes,Mailed check,58.9,2813.05,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,No,0
183,2018-09-01,2019-10-01,Month-to-month,No,Electronic check,88.35,1222.8,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,No,1
184,2015-11-01,2019-12-01,Two year,Yes,Bank transfer (automatic),107.95,5293.2,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,1
185,2014-10-01,,One year,Yes,Mailed check,96.9,6314.35,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,No,No,0
186,2020-01-01,,Month-to-month,No,Mailed check,19.1,19.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
187,2018-06-01,,Month-to-month,No,Mailed check,50.0,1003.05,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
188,2017-01-01,,Two year,No,Electronic check,45.4,1593.1,DSL,Yes,No,No,Yes,Yes,No,Female,0,Yes,No,No,0
189,2017-08-01,,Month-to-month,No,Electronic check,85.45,2509.95,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,Yes,Yes,0
190,2016-12-01,,One year,No,Bank transfer (automatic),84.1,3187.65,DSL,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
191,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,74.45,74.45,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,1
192,2016-09-01,2019-10-01,Month-to-month,Yes,Electronic check,64.75,2345.2,DSL,No,No,No,No,Yes,Yes,Female,0,No,No,No,1
193,2015-10-01,,Two year,No,Credit card (automatic),66.25,3330.1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,0
194,2014-03-01,,Two year,Yes,Credit card (automatic),76.9,5522.7,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,No,Yes,No,0
195,2017-11-01,2020-01-01,Month-to-month,No,Electronic check,89.8,2335.3,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,No,No,No,1
196,2014-08-01,,Two year,Yes,Credit card (automatic),74.6,4798.4,DSL,Yes,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,0
197,2014-02-01,,Two year,Yes,Credit card (automatic),116.95,8594.4,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
198,2018-01-01,,One year,Yes,Credit card (automatic),40.65,970.55,DSL,Yes,No,No,No,Yes,No,Male,0,No,Yes,No,0
199,2014-05-01,,Two year,Yes,Bank transfer (automatic),114.35,7665.8,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
200,2015-09-01,,Two year,No,Bank transfer (automatic),69.7,3686.05,DSL,Yes,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,0
201,2018-12-01,2019-12-01,One year,No,Mailed check,95.5,1115.15,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,1
202,2017-12-01,,Month-to-month,Yes,Electronic check,98.65,2537.0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
203,2018-05-01,,Month-to-month,No,Mailed check,61.65,1393.6,DSL,No,No,Yes,No,No,Yes,Male,0,No,No,No,0
204,2020-01-01,,Month-to-month,Yes,Electronic check,89.35,89.35,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,Yes,No,0
205,2016-02-01,,Month-to-month,Yes,Electronic check,95.4,4445.3,Fiber optic,Yes,No,No,Yes,No,Yes,Male,0,No,No,Yes,0
206,2017-12-01,,One year,No,Credit card (automatic),35.4,978.6,DSL,Yes,No,Yes,No,No,No,Female,0,Yes,No,No,0
207,2015-02-01,,Two year,No,Mailed check,19.95,1258.15,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
208,2018-08-01,,Month-to-month,No,Mailed check,19.25,331.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
209,2019-01-01,2019-11-01,Month-to-month,Yes,Electronic check,29.65,291.4,DSL,No,No,No,Yes,No,No,Female,1,No,No,No,1
210,2019-05-01,2019-10-01,Month-to-month,Yes,Electronic check,84.5,453.75,Fiber optic,Yes,No,Yes,No,No,No,Male,0,Yes,Yes,Yes,1
211,2019-10-01,,One year,Yes,Mailed check,20.4,84.75,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
212,2014-09-01,,Two year,No,Credit card (automatic),24.75,1715.1,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
213,2014-04-01,,Two year,No,Mailed check,25.35,1715.15,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
214,2018-05-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,No,Yes,1
215,2014-12-01,,Two year,No,Bank transfer (automatic),20.0,1250.1,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
216,2014-08-01,,Two year,Yes,Electronic check,59.75,3996.8,DSL,Yes,No,No,No,Yes,No,Female,0,Yes,Yes,No,0
217,2014-09-01,,Two year,Yes,Bank transfer (automatic),82.5,5215.1,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
218,2019-10-01,2020-01-01,Month-to-month,Yes,Electronic check,70.3,235.5,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,1
219,2017-04-01,,Month-to-month,No,Mailed check,20.35,673.2,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
220,2018-10-01,,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0
221,2015-04-01,2019-10-01,One year,Yes,Bank transfer (automatic),103.95,5639.05,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,1
222,2015-12-01,,Month-to-month,Yes,Electronic check,104.95,5222.35,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,1,No,No,Yes,0
223,2014-03-01,,Two year,Yes,Electronic check,105.25,7291.75,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
224,2019-01-01,2019-11-01,Month-to-month,Yes,Electronic check,74.75,799.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
225,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,50.8,50.8,DSL,No,No,No,Yes,No,No,Female,0,No,No,No,1
226,2018-08-01,,One year,No,Mailed check,23.75,424.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
227,2019-10-01,,Month-to-month,Yes,Electronic check,61.3,249.4,DSL,No,No,No,Yes,Yes,No,Male,0,No,No,No,0
228,2015-04-01,,Two year,No,Mailed check,75.8,4415.75,DSL,Yes,No,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
229,2015-06-01,,One year,Yes,Electronic check,98.0,5270.6,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,Yes,No,Yes,0
230,2019-08-01,2019-10-01,Month-to-month,Yes,Electronic check,80.25,144.55,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,1
231,2017-03-01,2019-11-01,Month-to-month,Yes,Electronic check,78.9,2447.95,Fiber optic,No,No,Yes,No,No,No,Male,0,Yes,No,Yes,1
232,2015-06-01,,One year,Yes,Mailed check,52.0,2884.9,DSL,Yes,Yes,No,Yes,Yes,No,Male,0,Yes,Yes,No,0
233,2016-12-01,2019-12-01,Month-to-month,Yes,Electronic check,84.75,3050.15,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,1
234,2019-10-01,,Month-to-month,Yes,Mailed check,64.4,253.0,DSL,No,No,No,Yes,Yes,No,Female,0,No,No,Yes,0
235,2015-06-01,2019-11-01,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,Yes,1
236,2019-04-01,,Month-to-month,Yes,Credit card (automatic),45.8,436.2,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
237,2019-10-01,,Month-to-month,No,Electronic check,30.5,118.4,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
238,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,19.9,19.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,1
239,2015-11-01,,Month-to-month,No,Mailed check,69.15,3649.6,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
240,2018-12-01,2019-12-01,Month-to-month,Yes,Electronic check,99.45,1200.15,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,No,No,Yes,1
241,2019-08-01,,One year,Yes,Mailed check,49.25,255.6,DSL,No,No,No,Yes,Yes,Yes,Female,0,No,No,No,0
242,2014-11-01,,Two year,No,Bank transfer (automatic),39.35,2395.05,DSL,No,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,No,0
243,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,70.6,70.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
244,2016-02-01,,Month-to-month,Yes,Credit card (automatic),105.1,5083.55,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
245,2019-07-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),81.0,389.6,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,1
246,2017-03-01,,One year,Yes,Credit card (automatic),20.1,644.5,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
247,2019-07-01,2020-01-01,Month-to-month,Yes,Electronic check,84.85,523.5,Fiber optic,No,Yes,No,No,Yes,No,Male,0,No,No,No,1
248,2019-12-01,,Month-to-month,No,Mailed check,19.75,39.3,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
249,2015-12-01,,One year,No,Bank transfer (automatic),19.75,989.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
250,2017-05-01,,Month-to-month,Yes,Bank transfer (automatic),70.4,2406.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
251,2017-07-01,,Two year,No,Mailed check,20.45,638.55,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
252,2019-05-01,,Two year,No,Mailed check,20.35,191.1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
253,2015-08-01,,Month-to-month,Yes,Electronic check,86.2,4524.05,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
254,2016-04-01,,One year,Yes,Credit card (automatic),95.65,4664.2,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,No,No,No,0
255,2017-04-01,,One year,Yes,Electronic check,103.8,3470.8,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,0,No,Yes,Yes,0
256,2014-03-01,,Two year,Yes,Electronic check,97.2,6910.3,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
257,2014-11-01,,Two year,No,Mailed check,63.55,4014.2,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
258,2015-11-01,,Two year,No,Bank transfer (automatic),24.95,1288.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
259,2017-11-01,2020-01-01,Month-to-month,Yes,Electronic check,89.15,2277.65,Fiber optic,No,Yes,No,No,Yes,No,Female,1,No,No,Yes,1
260,2014-10-01,,Two year,Yes,Bank transfer (automatic),99.0,6375.8,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,0
261,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,24.8,24.8,DSL,No,No,No,No,No,No,Female,1,Yes,No,No,1
262,2015-01-01,,One year,Yes,Bank transfer (automatic),85.55,5251.75,Fiber optic,No,Yes,No,Yes,No,No,Male,1,Yes,No,Yes,0
263,2018-11-01,,Month-to-month,Yes,Credit card (automatic),94.0,1505.45,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,0
264,2014-09-01,2020-01-01,One year,Yes,Credit card (automatic),105.65,6903.1,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,1
265,2018-08-01,,Month-to-month,Yes,Electronic check,50.3,913.3,DSL,No,No,No,No,No,No,Female,0,No,No,Yes,0
266,2015-05-01,,One year,Yes,Electronic check,95.0,5535.8,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,No,0
267,2018-12-01,,Two year,Yes,Bank transfer (automatic),61.4,815.55,DSL,Yes,Yes,No,No,No,Yes,Male,0,Yes,Yes,No,0
268,2018-08-01,,Month-to-month,Yes,Credit card (automatic),80.55,1411.65,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,Yes,0
269,2014-02-01,,Two year,No,Bank transfer (automatic),78.5,5602.25,Fiber optic,Yes,No,No,No,No,No,Female,1,Yes,No,Yes,0
270,2014-04-01,,Two year,No,Credit card (automatic),114.3,8244.3,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
271,2016-12-01,,Two year,No,Mailed check,20.05,741.5,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
272,2014-06-01,,Two year,No,Credit card (automatic),62.65,4375.8,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,No,0
273,2018-11-01,2019-12-01,Month-to-month,Yes,Electronic check,80.85,1008.7,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,1
274,2014-09-01,,Two year,Yes,Credit card (automatic),92.7,5968.4,Fiber optic,Yes,Yes,No,No,Yes,No,Male,1,Yes,No,Yes,0
275,2017-08-01,,Month-to-month,No,Electronic check,100.45,3096.9,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
276,2015-11-01,,Two year,Yes,Bank transfer (automatic),75.2,3901.25,DSL,No,No,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
277,2017-07-01,,Month-to-month,Yes,Credit card (automatic),84.75,2613.4,Fiber optic,Yes,No,Yes,No,No,No,Female,0,No,No,Yes,0
278,2019-02-01,2019-11-01,Month-to-month,No,Electronic check,89.45,853.1,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,No,No,1
279,2014-02-01,,Two year,Yes,Bank transfer (automatic),79.5,5661.7,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,0
280,2019-02-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),72.15,794.25,DSL,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,1
281,2017-01-01,,One year,Yes,Electronic check,19.8,695.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
282,2019-11-01,2020-01-01,Month-to-month,No,Electronic check,76.4,160.8,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,1
283,2015-07-01,,One year,Yes,Mailed check,100.9,5552.05,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,0,No,No,No,0
284,2017-05-01,,Month-to-month,Yes,Bank transfer (automatic),95.3,3275.15,Fiber optic,Yes,No,Yes,No,No,Yes,Male,0,No,Yes,Yes,0
285,2016-04-01,,One year,No,Bank transfer (automatic),90.95,4236.6,Fiber optic,No,No,Yes,Yes,No,Yes,Female,0,Yes,Yes,No,0
286,2020-01-01,,Month-to-month,No,Electronic check,54.5,54.5,DSL,Yes,No,No,Yes,No,No,Female,0,No,Yes,No,0
287,2018-05-01,2020-01-01,Month-to-month,Yes,Mailed check,61.6,1174.35,DSL,No,No,No,No,No,Yes,Female,1,No,No,Yes,1
288,2019-02-01,2019-11-01,Month-to-month,Yes,Electronic check,79.9,741.7,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,No,No,1
289,2017-05-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),96.15,3019.25,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,1
290,2018-07-01,,Month-to-month,Yes,Bank transfer (automatic),49.6,962.9,DSL,No,No,Yes,No,No,No,Female,0,Yes,Yes,No,0
291,2013-12-01,2019-10-01,Two year,No,Credit card (automatic),65.3,4759.75,DSL,Yes,No,Yes,Yes,No,No,Female,0,Yes,No,Yes,1
292,2015-01-01,,Two year,Yes,Credit card (automatic),25.0,1498.35,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,Yes,0
294,2016-05-01,,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
295,2014-12-01,,Two year,Yes,Credit card (automatic),89.1,5411.65,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0
296,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,19.65,19.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
297,2019-11-01,,Month-to-month,No,Mailed check,44.75,148.05,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
298,2016-09-01,,One year,Yes,Bank transfer (automatic),101.6,3930.55,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,0
299,2014-07-01,,Two year,No,Bank transfer (automatic),103.15,6895.5,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
300,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,84.65,84.65,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,Yes,1
301,2014-03-01,,One year,No,Mailed check,95.65,6856.95,Fiber optic,Yes,Yes,No,No,Yes,No,Female,0,Yes,No,Yes,0
302,2017-01-01,,One year,No,Bank transfer (automatic),75.1,2658.8,DSL,Yes,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,No,0
303,2015-02-01,,Two year,Yes,Mailed check,61.35,3766.2,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,No,0
304,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,69.55,69.55,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,No,1
305,2019-08-01,,Month-to-month,No,Credit card (automatic),19.7,129.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
306,2018-12-01,2020-01-01,Month-to-month,Yes,Electronic check,31.05,347.25,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,1
307,2019-03-01,,Month-to-month,No,Bank transfer (automatic),51.0,581.7,DSL,Yes,No,No,No,No,No,Female,0,Yes,Yes,No,0
308,2019-05-01,2019-12-01,Month-to-month,Yes,Mailed check,51.0,354.05,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,1
309,2019-04-01,,Month-to-month,Yes,Electronic check,88.85,929.45,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,No,0
310,2017-04-01,,Two year,No,Credit card (automatic),20.05,679.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
311,2014-12-01,,Two year,Yes,Mailed check,65.1,3846.75,DSL,Yes,No,No,Yes,No,Yes,Female,0,No,No,No,0
312,2014-10-01,,One year,Yes,Mailed check,70.15,4480.7,DSL,No,Yes,No,Yes,No,Yes,Male,0,Yes,No,Yes,0
313,2019-11-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),44.35,44.35,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
314,2018-01-01,,Two year,Yes,Mailed check,20.75,499.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
315,2017-12-01,,One year,Yes,Mailed check,56.05,1553.2,DSL,No,Yes,Yes,No,No,No,Female,0,No,No,No,0
316,2019-04-01,,One year,Yes,Bank transfer (automatic),19.95,219.5,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
317,2015-09-01,,One year,No,Mailed check,98.6,5311.85,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,No,No,Yes,0
318,2019-03-01,2019-10-01,Month-to-month,Yes,Electronic check,79.7,586.05,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,1
319,2017-05-01,,Month-to-month,Yes,Credit card (automatic),79.0,2576.8,Fiber optic,No,Yes,Yes,No,No,No,Male,0,No,No,No,0
320,2014-03-01,,Two year,No,Credit card (automatic),89.45,6435.25,Fiber optic,No,Yes,Yes,No,No,Yes,Female,1,Yes,No,No,0
321,2017-09-01,,Month-to-month,Yes,Electronic check,74.2,1993.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
322,2018-02-01,,Month-to-month,No,Bank transfer (automatic),81.0,1923.85,DSL,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
323,2018-06-01,,Month-to-month,Yes,Electronic check,49.6,939.8,DSL,No,No,Yes,No,No,No,Male,0,Yes,Yes,No,0
324,2020-01-01,,Month-to-month,Yes,Electronic check,84.6,84.6,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,0
325,2015-04-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),55.0,3092.65,DSL,No,Yes,No,No,No,No,Male,0,No,Yes,Yes,1
326,2019-05-01,2019-10-01,Month-to-month,Yes,Mailed check,84.85,415.55,Fiber optic,No,No,Yes,No,Yes,No,Female,1,No,No,No,1
327,2014-02-01,,Two year,Yes,Bank transfer (automatic),84.2,5986.55,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
328,2015-10-01,,Two year,Yes,Electronic check,106.3,5487.0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
329,2019-05-01,,Month-to-month,No,Electronic check,69.05,651.5,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
330,2020-01-01,,Month-to-month,Yes,Mailed check,45.4,45.4,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
331,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,73.65,73.65,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,1
332,2017-03-01,2019-12-01,One year,Yes,Mailed check,73.9,2405.05,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,1
333,2015-06-01,2020-01-01,Month-to-month,Yes,Electronic check,77.75,4458.15,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,No,Yes,1
334,2014-05-01,,Two year,Yes,Electronic check,99.35,6856.45,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
335,2020-01-01,,Month-to-month,Yes,Mailed check,50.75,50.75,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,0
336,2015-08-01,,Two year,No,Bank transfer (automatic),87.1,4735.2,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
337,2017-05-01,,One year,Yes,Mailed check,20.15,682.15,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
338,2016-05-01,,One year,Yes,Bank transfer (automatic),98.7,4525.8,Fiber optic,No,Yes,Yes,Yes,Yes,No,Male,1,Yes,No,Yes,0
339,2019-03-01,,Month-to-month,No,Electronic check,25.2,321.05,DSL,No,No,No,No,No,No,Female,0,No,Yes,No,0
340,2019-08-01,,Month-to-month,Yes,Bank transfer (automatic),55.7,335.65,DSL,Yes,Yes,No,No,No,No,Male,0,No,No,No,0
341,2018-05-01,,Month-to-month,No,Bank transfer (automatic),65.35,1424.4,DSL,Yes,No,Yes,No,Yes,No,Male,0,No,No,No,0
342,2014-09-01,,Two year,Yes,Bank transfer (automatic),25.3,1748.55,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
343,2019-06-01,2019-12-01,Month-to-month,Yes,Electronic check,84.35,474.9,Fiber optic,No,No,No,No,No,Yes,Female,1,Yes,No,Yes,1
344,2019-02-01,2019-10-01,Month-to-month,No,Electronic check,84.95,668.4,Fiber optic,Yes,No,No,No,Yes,No,Female,0,No,No,No,1
345,2018-12-01,2019-11-01,Month-to-month,Yes,Electronic check,73.85,926.25,Fiber optic,No,No,No,Yes,No,No,Male,0,No,No,No,1
346,2016-07-01,,Two year,No,Mailed check,24.25,1077.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
347,2015-09-01,2019-10-01,One year,Yes,Bank transfer (automatic),51.8,2541.25,DSL,No,Yes,No,No,Yes,Yes,Male,0,Yes,Yes,No,1
348,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,46.0,46.0,DSL,No,No,No,No,No,No,Female,1,Yes,No,No,1
349,2018-09-01,2019-12-01,Month-to-month,Yes,Electronic check,79.4,1156.1,Fiber optic,No,No,No,No,No,Yes,Male,1,No,No,No,1
350,2015-02-01,,Two year,No,Bank transfer (automatic),60.5,3694.45,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,Yes,No,0
351,2018-09-01,,Month-to-month,No,Credit card (automatic),25.1,382.8,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
352,2018-09-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),71.8,1167.8,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,1
353,2017-03-01,,One year,No,Bank transfer (automatic),20.05,746.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
354,2016-02-01,2019-10-01,One year,No,Mailed check,88.4,3912.9,Fiber optic,No,Yes,No,No,No,Yes,Male,1,Yes,No,Yes,1
355,2019-02-01,,One year,No,Credit card (automatic),30.25,368.85,DSL,No,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
356,2017-10-01,,One year,Yes,Electronic check,59.9,1654.7,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,No,0
357,2014-04-01,,Two year,No,Bank transfer (automatic),25.15,1940.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,0
358,2019-07-01,2019-12-01,Month-to-month,No,Mailed check,46.0,221.7,DSL,No,No,No,No,No,No,Female,0,No,Yes,No,1
359,2018-08-01,,Month-to-month,No,Credit card (automatic),101.3,1794.65,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,No,0
360,2014-04-01,,Two year,Yes,Credit card (automatic),76.95,5289.8,DSL,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
